Company Name,Car Name,Variant,Fuel Type,Tyre Condition,Make Year,Owner Type,Registration Number,Mileage,Price,Transmission Type,Body Color,Service Record,Insurance,Registration Certificate,Accessories
Chevrolet,F-150,RXE,CNG,Needs Replacement,2023.0,Second,12-335-2292,92237.0,619905.0,Automatic (Tiptronic),Blue,No Service Record,Valid Until [date],Available,"Alloy Wheels, Leather Seats"
Volkswagen,Swift,EX,CNG,New,2023.0,Third,48-392-5320,29008.0,815906.0,Automatic (Tiptronic),Black,Major Service at 144835 km,No Current Insurance,Not Available,"GPS, Leather Seats, Music System, Alloy Wheels"
Renault,Seltos,Highline,CNG,Used,2023.0,Second,42-130-6680,196546.0,578045.0,Manual,Blue,No Service Record,Valid Until [date],Available,Sunroof
Renault,Accord,RXE,CNG,Used,2019.0,Third,39-847-4922,90321.0,296181.0,Manual,Grey,No Service Record,No Current Insurance,Available,Sunroof
Kia,Swift,GT,Petrol,New,2017.0,First,23-483-5826,35699.0,467767.0,Automatic (Tiptronic),Gold,No Service Record,Valid Until [date],Not Available,GPS
Maruti Suzuki,F-150,Highline,CNG,New,2019.0,First,88-654-2156,117145.0,649487.0,Manual,White,No Service Record,No Current Insurance,Not Available,"Music System, Sunroof"
Chevrolet,Sunny,SL,CNG,Needs Replacement,2023.0,Third,93-997-2977,25948.0,572315.0,Manual,Black,Major Service at 99208 km,Valid Until [date],Not Available,Sunroof
Kia,Seltos,GT,Petrol,Needs Replacement,2021.0,Second,74-808-8530,131288.0,220089.0,Automatic,Black,Full Service History,No Current Insurance,Not Available,"Sunroof, Alloy Wheels"
Renault,F-150,SL,Diesel,New,2017.0,Third,49-605-1549,139451.0,611011.0,Manual,Black,Major Service at 123474 km,Valid Until [date],Not Available,"Leather Seats, Music System, GPS"
Maruti Suzuki,Sunny,Highline,Diesel,Used,2024.0,Second,36-604-6005,69911.0,382250.0,Automatic,Maroon,Full Service History,No Current Insurance,Not Available,"Alloy Wheels, Sunroof, Music System, GPS"
Kia,Elantra,SL,Diesel,New,2020.0,Second,37-274-2691,120876.0,606490.0,Automatic,Silver,Major Service at 67303 km,Valid Until [date],Available,"Leather Seats, GPS, Sunroof"
Nissan,Camry,RXE,CNG,Used,2015.0,First,37-392-1225,89752.0,838320.0,Automatic,Grey,Full Service History,No Current Insurance,Available,"Alloy Wheels, Music System"
Honda,Polo,XL,Petrol,New,2020.0,First,83-411-3157,193991.0,641468.0,Manual,Red,Major Service at 129776 km,Valid Until [date],Not Available,"Leather Seats, Alloy Wheels"
Ford,Polo,RXE,CNG,Used,2015.0,First,46-536-2032,76329.0,759795.0,Manual,Grey,Full Service History,Valid Until [date],Not Available,Alloy Wheels
Nissan,Kwid,ZXI,Petrol,New,2015.0,First,80-427-1433,52476.0,362545.0,Automatic (Tiptronic),Red,Major Service at 131356 km,Valid Until [date],Not Available,"GPS, Leather Seats, Alloy Wheels, Music System"
Volkswagen,Polo,RXE,Diesel,Used,2017.0,Third,21-103-7869,108191.0,287131.0,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Available,Sunroof
Ford,Polo,LE,Petrol,Used,2023.0,First,29-545-2353,139034.0,765237.0,Automatic (Tiptronic),Grey,No Service Record,Valid Until [date],Available,GPS
Volkswagen,Swift,SL,CNG,Needs Replacement,2024.0,Third,17-366-5265,28356.0,612050.0,Manual,Maroon,No Service Record,No Current Insurance,Not Available,Music System
Chevrolet,F-150,EX,Petrol,Needs Replacement,2023.0,Third,22-393-6637,110396.0,523957.0,Automatic,Gold,Full Service History,No Current Insurance,Not Available,"Alloy Wheels, Sunroof, GPS, Leather Seats"
Nissan,Accord,EX,CNG,Used,2024.0,First,80-407-6314,79815.0,723969.0,Automatic,Grey,Full Service History,Valid Until [date],Not Available,"GPS, Sunroof, Music System"
Renault,Camry,Highline,CNG,Used,2023.0,Third,30-190-9716,60726.0,443864.0,Automatic,Grey,Full Service History,Valid Until [date],Available,Sunroof
Ford,F-150,LE,CNG,New,2023.0,Third,68-490-7021,190408.0,983487.0,Automatic (Tiptronic),White,Full Service History,Valid Until [date],Not Available,"GPS, Leather Seats, Music System"
Nissan,Accord,EX,Diesel,Needs Replacement,2019.0,Third,58-946-7236,63619.0,650422.0,Manual,Black,Full Service History,Valid Until [date],Not Available,"Sunroof, Music System, Leather Seats"
Chevrolet,Elantra,Highline,CNG,Used,2015.0,First,83-987-3062,114484.0,604825.0,Automatic (Tiptronic),Red,Major Service at 50586 km,No Current Insurance,Available,"GPS, Sunroof, Leather Seats"
Renault,Polo,ZXI,Petrol,New,2020.0,First,74-623-5994,180676.0,544918.0,Automatic (Tiptronic),Black,Major Service at 114212 km,No Current Insurance,Available,"GPS, Sunroof, Leather Seats, Alloy Wheels"
Hyundai,F-150,SE,Diesel,New,2018.0,First,66-847-9899,175462.0,580517.0,Automatic (Tiptronic),Grey,Major Service at 85288 km,Valid Until [date],Not Available,"Music System, Alloy Wheels"
Toyota,F-150,SE,Diesel,New,2019.0,Third,21-652-5452,173943.0,227412.0,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Not Available,Sunroof
Toyota,Cruze,LE,CNG,Needs Replacement,2017.0,Second,53-748-8606,43112.0,520388.0,Manual,White,No Service Record,No Current Insurance,Available,"Alloy Wheels, Music System, Sunroof"
Volkswagen,Seltos,Highline,CNG,New,2016.0,Second,45-808-1891,126046.0,350933.0,Automatic,Black,No Service Record,Valid Until [date],Not Available,"Music System, Alloy Wheels"
Toyota,Swift,XL,Petrol,New,2016.0,First,12-412-4452,22007.0,368955.0,Automatic (Tiptronic),Black,Major Service at 81457 km,No Current Insurance,Available,"Sunroof, Leather Seats, GPS"
Maruti Suzuki,Swift,SL,CNG,Used,2020.0,Second,74-913-3550,188556.0,416556.0,Automatic,Red,Full Service History,Valid Until [date],Not Available,"Leather Seats, Alloy Wheels"
Nissan,Sunny,EX,Diesel,New,2020.0,Second,54-251-7895,71241.0,428081.0,Manual,Grey,Major Service at 88537 km,Valid Until [date],Not Available,"GPS, Music System, Sunroof"
Volkswagen,Camry,ZXI,Petrol,Needs Replacement,2018.0,Third,47-843-1117,45720.0,397724.0,Automatic (Tiptronic),Red,No Service Record,No Current Insurance,Not Available,Leather Seats
Ford,Polo,LE,Petrol,New,2015.0,Third,65-271-5930,87837.0,287109.0,Automatic (Tiptronic),Gold,Major Service at 148778 km,No Current Insurance,Not Available,"GPS, Leather Seats, Sunroof"
Maruti Suzuki,Polo,EX,Diesel,Needs Replacement,2018.0,Second,98-646-8523,69308.0,866534.0,Automatic,Grey,Full Service History,Valid Until [date],Not Available,"Sunroof, Music System, Leather Seats"
Maruti Suzuki,F-150,SE,CNG,Used,2023.0,Third,46-752-6982,116083.0,332388.0,Automatic (Tiptronic),Gold,Full Service History,Valid Until [date],Not Available,Leather Seats
Nissan,Kwid,RXE,Petrol,Needs Replacement,2022.0,First,56-301-5751,129243.0,902879.0,Automatic,Black,No Service Record,Valid Until [date],Not Available,Leather Seats
Honda,Elantra,EX,Diesel,Needs Replacement,2024.0,Third,31-808-2547,91574.0,313220.0,Manual,Maroon,No Service Record,Valid Until [date],Available,"Music System, Leather Seats, Sunroof, Alloy Wheels"
Ford,Elantra,XL,Petrol,Needs Replacement,2024.0,Third,53-119-3341,153306.0,236416.0,Automatic (Tiptronic),White,Full Service History,Valid Until [date],Not Available,"Leather Seats, Sunroof, GPS, Alloy Wheels"
Hyundai,F-150,LE,CNG,New,2022.0,Second,98-721-9139,49893.0,852302.0,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Available,Sunroof
Ford,Cruze,RXE,CNG,Used,2015.0,Third,56-267-1938,136069.0,634297.0,Automatic,Gold,Major Service at 104542 km,No Current Insurance,Available,Leather Seats
Honda,F-150,XL,Petrol,Needs Replacement,2023.0,Second,75-403-9649,51377.0,617488.0,Automatic (Tiptronic),Black,Full Service History,Valid Until [date],Not Available,"Sunroof, Music System, Alloy Wheels"
Volkswagen,Seltos,LE,CNG,Used,2018.0,First,23-246-3931,116561.0,684145.0,Automatic (Tiptronic),Red,Major Service at 137424 km,Valid Until [date],Available,"Sunroof, Music System"
Chevrolet,Camry,SE,CNG,Needs Replacement,2020.0,Second,88-187-3912,159265.0,362985.0,Automatic (Tiptronic),Black,Major Service at 130339 km,No Current Insurance,Not Available,Sunroof
Maruti Suzuki,Sunny,GT,Petrol,Needs Replacement,2020.0,Third,80-115-4063,169103.0,768506.0,Automatic (Tiptronic),Grey,Full Service History,Valid Until [date],Not Available,Sunroof
Chevrolet,Elantra,XL,Petrol,Needs Replacement,2023.0,First,12-405-4724,140390.0,428775.0,Automatic (Tiptronic),Grey,Full Service History,No Current Insurance,Available,Leather Seats
Kia,Swift,ZXI,Diesel,Needs Replacement,2015.0,First,87-335-1750,46397.0,654184.0,Automatic (Tiptronic),Gold,Full Service History,Valid Until [date],Available,Sunroof
Maruti Suzuki,Swift,LE,Diesel,Used,2018.0,First,34-877-6623,12144.0,985962.0,Manual,Black,Major Service at 121413 km,Valid Until [date],Not Available,Sunroof
Chevrolet,F-150,SE,Diesel,Needs Replacement,2023.0,Third,42-527-6776,169799.0,835198.0,Manual,Maroon,No Service Record,No Current Insurance,Available,"Sunroof, Music System, GPS"
Maruti Suzuki,Seltos,RXE,Petrol,Used,2023.0,First,16-889-9753,142690.0,780943.0,Automatic (Tiptronic),Silver,Full Service History,No Current Insurance,Available,"GPS, Alloy Wheels, Music System"
Nissan,F-150,Highline,Diesel,New,2017.0,Third,92-649-1190,45338.0,410466.0,Manual,Black,Major Service at 116070 km,No Current Insurance,Available,Sunroof
Chevrolet,Elantra,EX,Petrol,Needs Replacement,2015.0,First,26-775-1947,101917.0,226818.0,Automatic,Blue,Full Service History,No Current Insurance,Available,Sunroof
Chevrolet,F-150,EX,Diesel,Used,2024.0,Third,94-423-7073,59491.0,598823.0,Automatic (Tiptronic),Blue,No Service Record,No Current Insurance,Not Available,"Sunroof, GPS, Alloy Wheels, Music System"
Renault,Kwid,Highline,CNG,New,2019.0,Second,50-614-1032,89346.0,720550.0,Manual,Gold,Major Service at 82285 km,No Current Insurance,Available,"Alloy Wheels, Music System, Sunroof"
Honda,F-150,ZXI,CNG,Needs Replacement,2017.0,Second,51-581-4759,197611.0,798539.0,Automatic (Tiptronic),Silver,Full Service History,Valid Until [date],Not Available,Sunroof
Chevrolet,Kwid,GT,Diesel,Used,2019.0,Third,17-678-4502,116431.0,659395.0,Automatic,Red,No Service Record,No Current Insurance,Available,Sunroof
Maruti Suzuki,Swift,GT,Petrol,Needs Replacement,2017.0,First,12-174-6147,129331.0,641039.0,Automatic,Black,Full Service History,Valid Until [date],Not Available,Sunroof
Volkswagen,Sunny,LE,Petrol,Needs Replacement,2019.0,First,71-737-6158,109766.0,432593.0,Automatic (Tiptronic),Grey,Major Service at 146659 km,No Current Insurance,Available,"Music System, Alloy Wheels, Sunroof"
Honda,F-150,LE,Diesel,New,2018.0,Second,75-870-2544,17886.0,740264.0,Manual,Grey,No Service Record,Valid Until [date],Not Available,"Sunroof, Alloy Wheels"
Honda,Accord,ZXI,Petrol,Needs Replacement,2019.0,Second,82-424-3913,198040.0,584579.0,Automatic (Tiptronic),Black,Major Service at 146904 km,Valid Until [date],Not Available,"Leather Seats, Alloy Wheels, Sunroof, GPS"
Renault,Camry,EX,CNG,Used,2016.0,Second,62-835-5752,142692.0,795254.0,Automatic (Tiptronic),Blue,No Service Record,No Current Insurance,Available,"Music System, GPS"
Renault,Swift,RXE,Diesel,Used,2019.0,Second,25-264-3030,187601.0,604484.0,Automatic,Grey,No Service Record,No Current Insurance,Available,"Leather Seats, Sunroof, Music System, GPS"
Ford,Seltos,LE,Diesel,Used,2018.0,Second,43-977-4741,92443.0,968488.0,Automatic,Maroon,No Service Record,No Current Insurance,Available,"GPS, Music System, Leather Seats"
Maruti Suzuki,F-150,SL,Diesel,Needs Replacement,2020.0,Second,57-698-6020,185964.0,536603.0,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Available,"Leather Seats, GPS"
Nissan,Swift,EX,Diesel,Needs Replacement,2021.0,Second,15-652-1350,133985.0,868479.0,Automatic (Tiptronic),White,Full Service History,No Current Insurance,Not Available,"Alloy Wheels, Music System, GPS, Leather Seats"
Volkswagen,Polo,LE,Petrol,Used,2022.0,Third,53-225-6009,131085.0,482115.0,Manual,Silver,Major Service at 135212 km,Valid Until [date],Available,"Leather Seats, Music System"
Hyundai,Camry,RXE,CNG,New,2024.0,First,67-267-8202,165080.0,330832.0,Automatic,Silver,No Service Record,Valid Until [date],Not Available,Leather Seats
Nissan,F-150,LE,Diesel,Used,2020.0,Third,46-128-1354,117004.0,820562.0,Manual,Grey,Full Service History,No Current Insurance,Not Available,Sunroof
Volkswagen,F-150,ZXI,Diesel,New,2024.0,First,67-515-8897,17933.0,581514.0,Automatic,Gold,No Service Record,Valid Until [date],Available,"Alloy Wheels, Music System, GPS"
Volkswagen,Accord,ZXI,Diesel,Used,2018.0,First,49-184-3426,125691.0,865798.0,Automatic,Maroon,No Service Record,No Current Insurance,Available,"Sunroof, Leather Seats, GPS"
Maruti Suzuki,Sunny,EX,Petrol,New,2019.0,Third,93-855-4098,24989.0,739310.0,Manual,Gold,Major Service at 85432 km,Valid Until [date],Available,"Alloy Wheels, Sunroof"
Chevrolet,Cruze,SL,Petrol,Used,2020.0,Second,31-438-8506,69798.0,617671.0,Automatic,Black,Full Service History,Valid Until [date],Available,GPS
Nissan,Sunny,LE,Petrol,Used,2021.0,Third,48-493-9002,143240.0,723926.0,Manual,Silver,Major Service at 114728 km,No Current Insurance,Available,Sunroof
Maruti Suzuki,Cruze,RXE,CNG,Needs Replacement,2021.0,First,44-529-9620,63165.0,579641.0,Automatic,Gold,Major Service at 122341 km,No Current Insurance,Available,Sunroof
Honda,Accord,Highline,Petrol,Needs Replacement,2018.0,Third,46-338-6860,143911.0,403714.0,Automatic,Maroon,Major Service at 136216 km,No Current Insurance,Available,"Leather Seats, Music System, Alloy Wheels, Sunroof"
Kia,Sunny,GT,Diesel,New,2019.0,Second,76-454-4566,108672.0,796814.0,Automatic,Grey,Major Service at 56858 km,Valid Until [date],Available,"Alloy Wheels, Leather Seats"
Renault,Accord,ZXI,CNG,New,2022.0,First,15-388-6716,144782.0,557363.0,Automatic (Tiptronic),White,No Service Record,Valid Until [date],Available,"Leather Seats, Music System"
Ford,Camry,LE,Petrol,New,2023.0,Second,10-585-6780,118030.0,653403.0,Manual,Maroon,No Service Record,No Current Insurance,Available,Leather Seats
Volkswagen,Accord,SE,CNG,Needs Replacement,2021.0,Third,39-669-2010,161557.0,592750.0,Manual,White,Major Service at 128336 km,No Current Insurance,Not Available,"Alloy Wheels, Music System, Leather Seats"
Honda,Elantra,SL,Petrol,Needs Replacement,2019.0,First,65-776-7265,120682.0,902477.0,Automatic (Tiptronic),Maroon,Major Service at 99037 km,Valid Until [date],Available,"Alloy Wheels, Music System, GPS, Leather Seats"
Volkswagen,Kwid,LE,Petrol,New,2023.0,Second,66-411-4259,78298.0,896128.0,Automatic,Red,Major Service at 69783 km,No Current Insurance,Available,"Music System, GPS"
Hyundai,Polo,SE,Diesel,New,2024.0,Third,59-932-2059,55692.0,329337.0,Automatic (Tiptronic),Maroon,Full Service History,Valid Until [date],Not Available,"Music System, Leather Seats"
Volkswagen,Kwid,SE,Petrol,Used,2016.0,Third,16-704-9173,77897.0,375788.0,Automatic (Tiptronic),Blue,Full Service History,Valid Until [date],Not Available,Sunroof
Honda,Kwid,Highline,Diesel,Needs Replacement,2019.0,Second,81-687-1722,41208.0,306962.0,Manual,White,Full Service History,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels, Music System"
Toyota,F-150,LE,Diesel,New,2021.0,First,48-768-3540,46145.0,506022.0,Automatic (Tiptronic),Blue,Major Service at 106928 km,No Current Insurance,Not Available,"Music System, Leather Seats, GPS, Sunroof"
Honda,Cruze,SL,Petrol,New,2016.0,First,13-126-2581,193941.0,757435.0,Automatic (Tiptronic),Red,Full Service History,No Current Insurance,Not Available,"GPS, Alloy Wheels"
Kia,Camry,LE,Petrol,New,2017.0,Second,77-262-8033,121080.0,501240.0,Manual,Red,Major Service at 62625 km,Valid Until [date],Not Available,"Alloy Wheels, Music System"
Chevrolet,Cruze,SL,CNG,Used,2016.0,Second,33-918-9163,116818.0,912524.0,Automatic,Grey,No Service Record,Valid Until [date],Available,Sunroof
Nissan,Swift,SE,CNG,Needs Replacement,2017.0,Second,52-531-2638,79907.0,323688.0,Manual,White,No Service Record,No Current Insurance,Available,Sunroof
Toyota,Camry,ZXI,Diesel,Used,2022.0,Second,36-381-9845,158196.0,719447.0,Automatic (Tiptronic),Blue,Full Service History,Valid Until [date],Not Available,Sunroof
Volkswagen,Polo,XL,Diesel,Needs Replacement,2015.0,Second,39-254-9370,22914.0,988492.0,Automatic,Red,No Service Record,Valid Until [date],Not Available,Sunroof
Kia,Sunny,RXE,Diesel,Used,2023.0,First,25-246-3715,91147.0,985615.0,Automatic (Tiptronic),Red,Full Service History,No Current Insurance,Not Available,"GPS, Leather Seats, Alloy Wheels"
Maruti Suzuki,Elantra,LE,Diesel,Used,2020.0,Third,52-643-3983,42688.0,988642.0,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Not Available,"Music System, Leather Seats, Sunroof"
Nissan,Swift,LE,Petrol,Used,2017.0,Third,59-268-6142,36045.0,842792.0,Automatic,Blue,Major Service at 50013 km,No Current Insurance,Not Available,"GPS, Leather Seats, Sunroof, Alloy Wheels"
Ford,Seltos,ZXI,Diesel,Needs Replacement,2021.0,First,19-538-5433,69477.0,248200.0,Manual,Maroon,Major Service at 97378 km,No Current Insurance,Available,Sunroof
Toyota,Accord,GT,Petrol,Used,2020.0,First,83-420-2887,122896.0,648986.0,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Not Available,Leather Seats
Renault,Camry,GT,CNG,Used,2021.0,First,93-510-2660,143273.0,691147.0,Manual,Blue,Full Service History,No Current Insurance,Available,Alloy Wheels
Renault,Kwid,GT,Diesel,Needs Replacement,2017.0,Second,75-130-8594,161730.0,942319.0,Automatic,Silver,Major Service at 130216 km,No Current Insurance,Not Available,Alloy Wheels
Maruti Suzuki,Kwid,GT,Diesel,New,2020.0,Third,29-207-9349,16051.0,324088.0,Automatic (Tiptronic),Red,Full Service History,Valid Until [date],Available,GPS
Renault,Sunny,SL,Diesel,New,2021.0,First,64-108-2176,44583.0,785297.0,Automatic,Blue,Full Service History,Valid Until [date],Not Available,"GPS, Leather Seats"
Maruti Suzuki,Polo,SL,Petrol,Used,2018.0,Third,50-632-5486,133831.0,990871.0,Manual,Blue,Full Service History,Valid Until [date],Available,"Music System, Leather Seats, Sunroof"
Maruti Suzuki,Seltos,Highline,Diesel,New,2017.0,Third,37-505-6610,152905.0,242560.0,Manual,Maroon,No Service Record,Valid Until [date],Not Available,Music System
Hyundai,F-150,XL,CNG,Needs Replacement,2022.0,First,39-348-4327,63082.0,770293.0,Manual,Silver,No Service Record,No Current Insurance,Not Available,Leather Seats
Nissan,Elantra,SL,CNG,Used,2017.0,Second,46-536-3901,98096.0,599266.0,Automatic,Grey,Major Service at 82443 km,No Current Insurance,Available,"GPS, Leather Seats"
Hyundai,F-150,ZXI,CNG,New,2023.0,Second,17-413-3906,18430.0,229206.0,Automatic,Gold,Full Service History,No Current Insurance,Not Available,Sunroof
Nissan,F-150,RXE,CNG,Needs Replacement,2016.0,First,90-857-1332,42136.0,527790.0,Automatic,Grey,Major Service at 144968 km,No Current Insurance,Available,Sunroof
Hyundai,Polo,RXE,Petrol,New,2021.0,Second,45-151-8555,83954.0,891093.0,Automatic (Tiptronic),Blue,Full Service History,Valid Until [date],Available,"Sunroof, Leather Seats, GPS"
Renault,Cruze,RXE,CNG,New,2020.0,Second,65-937-8886,109613.0,686407.0,Automatic (Tiptronic),Grey,Full Service History,No Current Insurance,Not Available,"Music System, GPS, Alloy Wheels"
Volkswagen,Swift,LE,CNG,New,2015.0,Third,43-738-9759,188674.0,718386.0,Manual,Grey,No Service Record,No Current Insurance,Available,"Music System, GPS"
